Id,Job Id,Title,Applicants,Interview Status,Job Type,Employment Type,Employer,Job Labels,Date Posted,Apply Start Date,Expires,Majors,Cumulative GPA,School Years,Colleges,Qualification Labels,Located In US,Accepts OPT/CPT Candidates,Willing To Sponsor Candidate,Employer Industry,Employer Labels,Job Salary,Salary Type,Job Location,Job Roles
429734231,6961387,Career Development Program - IT Application Analysis,0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-09 09:29:01 UTC,2022-09-08 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Computer Science (EGR - Bachelors), Geographic Information Science (CSS - Bachelors), Computer Science Preference (EGR - Bachelors), Experience Architecture (CAL - Bachelors), Finance (BUS - Bachelors), Accounting (BUS - Masters), Computational Mathematics (CNS - Bachelors), Computer Engineering (EGR - Bachelors), Games and Interactive Media (CAS - Bachelors), Computer Engineering Preference (EGR - Bachelors), Computer Science (EGR - Masters), Computational Data Science (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Physics (CNS - Masters), Computer Science (EGR - Doctorate), Accounting (BUS - Bachelors), Physics (CNS - Bachelors), Finance (BUS - Masters), Physics (CNS - Doctorate), Geography (CSS - Doctorate), Mathematics, Advanced (CNS - Bachelors), Data Science (CNS - Bachelors), Accounting Analytics (BUS - Advanced Certificate), Computational Mathematics, Science, and Engineering (EGR - Doctorate), Applied Mathematics (CNS - Doctorate), Computer Science (LBC - Bachelors), Computational Data Science Preference (EGR - Bachelors), Strategic Management (BUS - Advanced Certificate), Computational Mathematics, Science, and Engineering (EGR - Masters), Computational Modeling (EGR - Advanced Certificate), Geography (CSS - Masters), Cyber Criminology and Cyber Security (CSS - Advanced Certificate), Applied Statistics (CNS - Masters), Computational Mathematics (LBC - Bachelors), Applied Mathematics (CNS - Masters), Accelerator Science and Engineering (CNS - Advanced Certificate), Computational Mathematics, Science, and Engineering (CNS - Doctorate), Computational Mathematics, Science, and Engineering (CNS - Masters), Cybercrime and Digital Investigation (CSS - Masters), Data Science (CNS - Masters), Data Science (LBC - Bachelors), Financial Planning and Wealth Management (BUS - Advanced Certificate), Financial Planning and Wealth Management (BUS - Masters), Professional Accounting (BUS - Masters)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Shanghai, People's Republic of China",Data Analysts
429734450,6961391,Career Development Program - IT Data Analysis,0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-09 09:55:44 UTC,2022-09-09 09:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Computer Science (EGR - Bachelors), Geographic Information Science (CSS - Bachelors), Mechanical Engineering (EGR - Bachelors), Computer Science Preference (EGR - Bachelors), Experience Architecture (CAL - Bachelors), Finance (BUS - Bachelors), Accounting (BUS - Masters), Mechanical Engineering (EGR - Masters), Mechanical Engineering Preference (EGR - Bachelors), Computational Mathematics (CNS - Bachelors), Computer Engineering (EGR - Bachelors), Games and Interactive Media (CAS - Bachelors), Computer Engineering Preference (EGR - Bachelors), Computer Science (EGR - Masters), Computational Data Science (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Physics (CNS - Masters), Computer Science (EGR - Doctorate), Accounting (BUS - Bachelors), Physics (CNS - Bachelors), Finance (BUS - Masters), Physics (CNS - Doctorate), Geography (CSS - Doctorate), Mathematics, Advanced (CNS - Bachelors), Data Science (CNS - Bachelors), Accounting Analytics (BUS - Advanced Certificate), Computational Mathematics, Science, and Engineering (EGR - Doctorate), Applied Mathematics (CNS - Doctorate), Computer Science (LBC - Bachelors), Computational Data Science Preference (EGR - Bachelors), Strategic Management (BUS - Advanced Certificate), Computational Mathematics, Science, and Engineering (EGR - Masters), Computational Modeling (EGR - Advanced Certificate), Geography (CSS - Masters), Cyber Criminology and Cyber Security (CSS - Advanced Certificate), Physics (LBC - Bachelors), Applied Statistics (CNS - Masters), Computational Mathematics (LBC - Bachelors), Engineering Mechanics (EGR - Doctorate), Engineering Mechanics (EGR - Masters), Applied Mathematics (CNS - Masters), Accelerator Science and Engineering (CNS - Advanced Certificate), Computational Mathematics, Science, and Engineering (CNS - Doctorate), Computational Mathematics, Science, and Engineering (CNS - Masters), Cybercrime and Digital Investigation (CSS - Masters), Data Science (CNS - Masters), Data Science (LBC - Bachelors), Financial Planning and Wealth Management (BUS - Advanced Certificate), Financial Planning and Wealth Management (BUS - Masters), Professional Accounting (BUS - Masters)",,"Masters of Business Administration, Masters, Senior",,,,,,Manufacturing,ceri21email,,Paid,"Shanghai, People's Republic of China","Software Developers and Engineers, Data Analysts"
429734651,6961393,Career Development Program - IT Infrastructure,0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-09 10:03:12 UTC,2022-09-09 10:00:00 UTC,2022-10-30 16:00:00 UTC,"Computer Science (EGR - Bachelors), Geographic Information Science (CSS - Bachelors), Computer Science Preference (EGR - Bachelors), Electrical and Computer Engineering (EGR - Masters), Finance (BUS - Bachelors), Accounting (BUS - Masters), Electrical Engineering (EGR - Doctorate), Electrical and Computer Engineering (EGR - Doctorate), Computer Engineering (EGR - Bachelors), Computer Engineering Preference (EGR - Bachelors), Computer Science (EGR - Masters), Electrical Engineering (EGR - Bachelors), Computational Data Science (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Physics (CNS - Masters), Computer Science (EGR - Doctorate), Accounting (BUS - Bachelors), Physics (CNS - Bachelors), Electrical Engineering Preference (EGR - Bachelors), Finance (BUS - Masters), Physics (CNS - Doctorate), Geography (CSS - Doctorate), Mathematics, Advanced (CNS - Bachelors), Data Science (CNS - Bachelors), Accounting Analytics (BUS - Advanced Certificate), Computational Mathematics, Science, and Engineering (EGR - Doctorate), Applied Mathematics (CNS - Doctorate), Computer Science (LBC - Bachelors), Computational Data Science Preference (EGR - Bachelors), Strategic Management (BUS - Advanced Certificate), Electrical Engineering (EGR - Masters), Computational Mathematics, Science, and Engineering (EGR - Masters), Computational Modeling (EGR - Advanced Certificate), Geography (CSS - Masters), Cyber Criminology and Cyber Security (CSS - Advanced Certificate), Applied Statistics (CNS - Masters), Applied Mathematics (CNS - Masters), Accelerator Science and Engineering (CNS - Advanced Certificate), Computational Mathematics, Science, and Engineering (CNS - Doctorate), Computational Mathematics, Science, and Engineering (CNS - Masters), Cybercrime and Digital Investigation (CSS - Masters), Data Science (CNS - Masters), Data Science (LBC - Bachelors), Financial Planning and Wealth Management (BUS - Advanced Certificate), Financial Planning and Wealth Management (BUS - Masters), Professional Accounting (BUS - Masters)",,"Masters of Business Administration, Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Shanghai, People's Republic of China",
429734894,6961406,Career Development Program - IT Data Analysis,0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-09 10:28:41 UTC,2022-09-09 10:00:00 UTC,2022-10-30 16:00:00 UTC,"Program Evaluation (Adv Cert), Computer Science (EGR - Bachelors), Geographic Information Science (CSS - Bachelors), Computer Science Preference (EGR - Bachelors), Experience Architecture (CAL - Bachelors), Mathematics (CNS - Bachelors), Statistics (CNS - Bachelors), Mathematics (CNS - Doctorate), Sociology (CSS - Doctorate), Actuarial Science (CNS - Bachelors), Forensic Science (CSS - Masters), Mathematics Education (CNS - Doctorate), Computational Mathematics (CNS - Bachelors), Games and Interactive Media (CAS - Bachelors), Computer Science (EGR - Masters), Computational Data Science (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Physics (CNS - Masters), Computer Science (EGR - Doctorate), Program Evaluation (CSS - Advanced Certificate), Physics (CNS - Bachelors), Chemical Physics (CNS - Bachelors), Sociology (CSS - Bachelors), Physics (CNS - Doctorate), Astrophysics (CNS - Bachelors), Geography (CSS - Doctorate), Mathematics, Advanced (CNS - Bachelors), Data Science (CNS - Bachelors), Statistics (CNS - Doctorate), Computational Mathematics, Science, and Engineering (EGR - Doctorate), Program Evaluation (CSS - Masters), Premedical (CNS - Bachelors), Applied Mathematics (CNS - Doctorate), Computer Science (LBC - Bachelors), Computational Data Science Preference (EGR - Bachelors), Mathematics (CNS - Masters), Statistics (CNS - Masters), Computational Mathematics, Science, and Engineering (EGR - Masters), Computational Modeling (EGR - Advanced Certificate), Geography (CSS - Masters), Cyber Criminology and Cyber Security (CSS - Advanced Certificate), Mathematics (LBC - Bachelors), Applied Statistics (CNS - Masters), Computational Mathematics (LBC - Bachelors), Industrial Mathematics (CNS - Masters), Statistics (LBC - Bachelors), Actuarial Science (LBC - Bachelors), Mathematics, Advanced (LBC - Bachelors), Applied Mathematics (CNS - Masters), Accelerator Science and Engineering (CNS - Advanced Certificate), Business Data Science (BUS - Masters), Chemical Physics (CNS - Doctorate), Computational Mathematics, Science, and Engineering (CNS - Doctorate), Computational Mathematics, Science, and Engineering (CNS - Masters), Cybercrime and Digital Investigation (CSS - Masters), Data Science (CNS - Masters), Data Science (LBC - Bachelors), Mathematics Education (CNS - Masters), Sociology (CSS - Masters)",,"Masters, Senior",,,,,,Manufacturing,ceri21email,,Paid,"Shanghai, People's Republic of China","Data Analysts, Data Scientists"
431089999,6969334,EXCITING ENGLISH TEACHING OPPORTUNITY IN CHINA,0,None,Job,Full-Time,Pioneer & Beyond Ltd,,2022-09-13 16:57:39 UTC,2022-09-11 21:00:00 UTC,2022-10-11 21:00:00 UTC,"Program Evaluation (Adv Cert), Business-Preference (BUS - Bachelors), Education (CED - Bachelors), Exploratory Preference (APUE - Bachelors), Teaching English to Speakers of Other Languages (CAL - Masters), Education (CED - Masters), Sociology (CSS - Doctorate), Teaching and Learning in Postsecondary Education (CED - Advanced Certificate), Music Performance (MUS - Doctorate), History Education (CSS - Bachelors), Business-Admitted (BUS - Bachelors), Higher, Adult, and Lifelong Education (CED - Doctorate), Mathematics Education (CNS - Doctorate), Human Development and Family Studies (CSS - Bachelors), Student Affairs Administration (CED - Masters), Educational Leadership (CED - Doctorate), Curriculum, Instruction, and Teacher Education (CED - Doctorate), Program Evaluation (CSS - Advanced Certificate), Natural Science - Exploratory (CNS - Bachelors), Educational Psychology (CED - Advanced Certificate), Child Development (CSS - Bachelors), School Psychology (CED - Doctorate), Teaching and Curriculum (CED - Masters), Music Education (MUS - Bachelors), Measurement and Quantitative Methods (CED - Doctorate), Special Education (CED - Masters), Educational Technology (CED - Advanced Certificate), Educational Technology (CED - Masters), Foreign Language Teaching (CAL - Masters), Educational Psychology and Educational Technology (CED - Doctorate), Agriculture, Food and Natural Resources Education (CANR - Bachelors), Community Sustainability (CANR - Masters), Interdisciplinary Studies in Social Science: Social Science Education (CSS - Bachelors), Community Sustainability (CANR - Doctorate), Art Education (CAL - Bachelors), Program Evaluation (CSS - Masters), Special Education-Learning Disabilities (CED - Bachelors), Applied Behavior Analysis in Special Education (CED - Advanced Certificate), Biological Science (CNS - Bachelors), Arts & Letters - Exploratory (CAL - Bachelors), Educational Policy (CED - Doctorate), Higher, Adult, and Lifelong Education (CED - Masters), Critical Studies in Literacy and Pedagogy (CAL - Masters), K-12 Educational Administration (CED - Masters), Music Education (MUS - Doctorate), Education Policy (CED - Doctorate), K12 Computer Science Education (CED - Advanced Certificate), Agriculture, Food and Natural Resources Education (CANR - Masters), K-12 Educational Administration (CED - Doctorate), Special Education Leadership: Multi-Tiered Systems of Support (CED - Masters), Musicology (MUS - Masters), Biological Science Secondary Education (CNS - Bachelors), Applied Behavior Analysis (CED - Masters), Music Education (MUS - Masters), Special Education (CED - Doctorate), Early Care and Education (CSS - Bachelors), Mathematics (LBC - Bachelors), Child Development (CSS - Masters), Agr & Nat Res - Exploratory (CANR - Bachelors), Science Education (CED - Advanced Certificate), Elementary STEM Education (CED - Advanced Certificate), Mathematics, Advanced (LBC - Bachelors), Special Education Leadership: Multi-Tiered Systems of Support (CED - Advanced Certificate), English Language Learner Education (CED - Advanced Certificate), Applied Behavior Analysis and Autism Spectrum Disorder (CED - Masters), Biological Science Secondary Education (LBC - Bachelors), Education for the Health Professions (CED - Masters), Foreign Language Teaching (CAL - Advanced Certificate), Mathematics Education (CNS - Masters), Physical Science Secondary Education (CNS - Bachelors), Physical Science Secondary Education (LBC - Bachelors), Residential College in the Arts and Humanities (RCAH - Bachelors), Sociology (CSS - Masters), Teaching in Nursing (NUR - Advanced Certificate), Agricultural Education (CANR - Bachelors)",,"Alumni, Masters, Senior",,,,,,K-12 Education,ceri21email,2000,Paid,"Beijing, People's Republic of China",
433268629,6983196,Engineering Development Program (Process Engineering),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-14 05:57:33 UTC,2022-09-14 05:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Bachelors), Electrical and Computer Engineering (EGR - Masters), Chemical Engineering (EGR - Bachelors), Chemical Engineering Preference (EGR - Bachelors), Mechanical Engineering Preference (EGR - Bachelors), Electrical Engineering (EGR - Doctorate), Electrical and Computer Engineering (EGR - Doctorate), Biosystems Engineering (CANR - Masters), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Environmental Engineering (EGR - Bachelors), Electrical Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Biosystems Engineering (CANR - Doctorate), Electrical Engineering Preference (EGR - Bachelors), Environmental Engineering Preference (EGR - Bachelors), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Chemistry (CNS - Masters), Physical Science (LBC - Bachelors), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Masters, Senior",,,,,,Manufacturing,ceri21email,,Paid,"Shanghai, People's Republic of China",Chemical Engineers
433268842,6983206,Engineering Development Program (Civil & Structure),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-14 06:11:05 UTC,2022-09-13 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Civil Engineering (EGR - Bachelors), Civil Engineering (EGR - Doctorate), Construction Management (CANR - Bachelors), Environmental Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Construction Management (CANR - Masters), Environmental Biology/Plant Biology (CNS - Bachelors), Environmental Engineering Preference (EGR - Bachelors), Civil Engineering Preference (EGR - Bachelors), Planning, Design and Construction (CANR - Doctorate), Environmental Engineering (EGR - Masters), Civil Engineering (EGR - Masters), Environmental Biology/Plant Biology (LBC - Bachelors), Environmental Engineering (EGR - Doctorate), Construction Management (CANR - Doctorate)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Nanjing, Jiangsu, People's Republic of China",Civil Engineers
433269073,6983224,Engineering Development Program (Electrical Engineering),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-14 06:23:03 UTC,2022-09-13 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Electrical and Computer Engineering (EGR - Masters), Electrical Engineering (EGR - Doctorate), Electrical and Computer Engineering (EGR - Doctorate), Computer Engineering (EGR - Bachelors), Computer Engineering Preference (EGR - Bachelors), Electrical Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Electrical Engineering Preference (EGR - Bachelors), Electrical Engineering (EGR - Masters)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Nanjing, Jiangsu, People's Republic of China",Electrical Engineers
433269277,6983227,Engineering Development Program (Electrical Engineering),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-14 06:25:56 UTC,2022-09-13 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Electrical and Computer Engineering (EGR - Masters), Electrical Engineering (EGR - Doctorate), Electrical and Computer Engineering (EGR - Doctorate), Computer Engineering (EGR - Bachelors), Computer Engineering Preference (EGR - Bachelors), Electrical Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Electrical Engineering Preference (EGR - Bachelors), Electrical Engineering (EGR - Masters)",,"Masters, Senior",,,,,,Manufacturing,ceri21email,,Paid,"Shanghai, People's Republic of China",Electrical Engineers
433271810,6983252,Engineering Development Program (Machinery Design),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-14 06:45:02 UTC,2022-09-13 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Mechanical Engineering (EGR - Bachelors), Electrical and Computer Engineering (EGR - Masters), Mechanical Engineering (EGR - Masters), Mechanical Engineering Preference (EGR - Bachelors), Electrical Engineering (EGR - Doctorate), Electrical and Computer Engineering (EGR - Doctorate), Biosystems Engineering (CANR - Masters), Environmental Engineering (EGR - Bachelors), Electrical Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Biosystems Engineering (CANR - Doctorate), Electrical Engineering Preference (EGR - Bachelors), Environmental Engineering Preference (EGR - Bachelors), Physics (LBC - Bachelors), Engineering Mechanics (EGR - Doctorate), Engineering Mechanics (EGR - Masters)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Shanghai, People's Republic of China",Architects
433273018,6983267,Engineering Development Program (Manufacturing),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-14 06:55:00 UTC,2022-09-13 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Mechanical Engineering (EGR - Bachelors), Chemical Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Masters), Chemical Engineering Preference (EGR - Bachelors), Mechanical Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Chemistry (CNS - Masters), Physics (LBC - Bachelors), Physical Science (LBC - Bachelors), Engineering Mechanics (EGR - Doctorate), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Engineering Mechanics (EGR - Masters), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Shanghai, People's Republic of China",Manufacturing Engineers
433279504,6983397,Engineering Development Program (Mechanical Engineering Design),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-14 09:54:11 UTC,2022-09-13 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Mechanical Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Masters), Mechanical Engineering Preference (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Physics (LBC - Bachelors), Engineering Mechanics (EGR - Doctorate), Engineering Mechanics (EGR - Masters)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Nanjing, Jiangsu, People's Republic of China",Mechanical Engineers
433279737,6983407,Engineering Development Program (Packaged Equipment),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-14 10:01:46 UTC,2022-09-13 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Mechanical Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Masters), Mechanical Engineering Preference (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Physics (LBC - Bachelors), Engineering Mechanics (EGR - Doctorate), Engineering Mechanics (EGR - Masters)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Nanjing, Jiangsu, People's Republic of China","Engineering Technologists and Technicians, Training and Development Specialists"
433280022,6983416,Engineering Development Program (Process & System),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-14 10:12:11 UTC,2022-09-13 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Mechanical Engineering (EGR - Bachelors), Chemical Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Masters), Chemical Engineering Preference (EGR - Bachelors), Mechanical Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Chemistry (CNS - Masters), Physics (LBC - Bachelors), Physical Science (LBC - Bachelors), Engineering Mechanics (EGR - Doctorate), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Engineering Mechanics (EGR - Masters), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Shanghai, People's Republic of China",Chemical Engineers
435477048,6996243,Commercial Track - China (APAC Future Leaders MBA Program) ,0,None,Job,Full-Time,PepsiCo,,2022-09-16 07:22:40 UTC,2022-09-15 16:00:00 UTC,2022-10-30 16:00:00 UTC,,,Masters of Business Administration,,,,,,CPG - Consumer Packaged Goods,"cf emp 19-22, scf22invite, unitecorpx, egr partner, reviewed_recruiting_guidelines_employers, ceri21email, cfsp2021, cfsp21, fair_attendee20-21, registered_careereco, egr employer newsletter, sales fair past attendee, event or ocr attendee 18-20, fair_attendee19-20, fair_attendee18-19, 17-18 hired grad, 15-16 hired grad, 16-17 hired grad",,Paid,"Shanghai, People's Republic of China",
435479757,6996686,Marketing Track - China (APAC Future Leaders MBA Program),1,None,Job,Full-Time,PepsiCo,,2022-09-16 07:27:15 UTC,2022-09-15 16:00:00 UTC,2022-10-30 16:00:00 UTC,,,Masters of Business Administration,,,,,,CPG - Consumer Packaged Goods,"cf emp 19-22, scf22invite, unitecorpx, egr partner, reviewed_recruiting_guidelines_employers, ceri21email, cfsp2021, cfsp21, fair_attendee20-21, registered_careereco, egr employer newsletter, sales fair past attendee, event or ocr attendee 18-20, fair_attendee19-20, fair_attendee18-19, 17-18 hired grad, 15-16 hired grad, 16-17 hired grad",,Paid,"Shanghai, People's Republic of China",Market Research Analysts and Marketing Specialists
436573999,7001821,2023 Graduate Program_ Marketing & Sales _ Shanghai,0,None,Job,Full-Time,bp,,2022-09-17 00:17:00 UTC,2022-09-17 00:00:00 UTC,2022-10-29 16:00:00 UTC,,,,,,,,,Energy,"cf emp 19-22, scf22invite, unitecorpx, ghop, ceri21email, cfsp2021, cfsp21, fair_attendee20-21, registered_careereco, egr employer newsletter, sales fair past attendee, event or ocr attendee 18-20, fair_attendee19-20, fair_attendee18-19, 17-18 hired grad, 15-16 hired grad, 16-17 hired grad",1861,Paid,"Shanghai, People's Republic of China","Investment Bankers and Financial Sales and Trading Agents, Market Research Analysts and Marketing Specialists"
437870175,7009529,Engineering Development Program (Process Controls & Engineering),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-20 01:54:23 UTC,2022-09-19 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Electrical and Computer Engineering (EGR - Masters), Chemical Engineering (EGR - Bachelors), Chemical Engineering Preference (EGR - Bachelors), Electrical Engineering (EGR - Doctorate), Electrical and Computer Engineering (EGR - Doctorate), Computer Engineering (EGR - Bachelors), Computer Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Electrical Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Electrical Engineering Preference (EGR - Bachelors), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Electrical Engineering (EGR - Masters), Chemistry (CNS - Masters), Physical Science (LBC - Bachelors), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Shanghai, People's Republic of China",Chemical Engineers
437870386,7009533,Engineering Development Program (Process & System),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-20 01:58:50 UTC,2022-09-19 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Chemical Engineering (EGR - Bachelors), Chemical Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Chemistry (CNS - Masters), Physical Science (LBC - Bachelors), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Nanjing, Jiangsu, People's Republic of China",Chemical Engineers
437872910,7009543,Engineering Development Program (Engineering Proposal),0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-20 02:04:12 UTC,2022-09-19 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Mechanical Engineering (EGR - Doctorate), Mechanical Engineering (EGR - Bachelors), Electrical and Computer Engineering (EGR - Masters), Chemical Engineering (EGR - Bachelors), Mechanical Engineering (EGR - Masters), Chemical Engineering Preference (EGR - Bachelors), Mechanical Engineering Preference (EGR - Bachelors), Electrical Engineering (EGR - Doctorate), Electrical and Computer Engineering (EGR - Doctorate), Biosystems Engineering (CANR - Masters), Computer Engineering (EGR - Bachelors), Computer Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Construction Management (CANR - Bachelors), Environmental Engineering (EGR - Bachelors), Electrical Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Biosystems Engineering (CANR - Doctorate), Construction Management (CANR - Masters), Electrical Engineering Preference (EGR - Bachelors), Environmental Engineering Preference (EGR - Bachelors), Planning, Design and Construction (CANR - Doctorate), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Electrical Engineering (EGR - Masters), Chemistry (CNS - Masters), Physics (LBC - Bachelors), Physical Science (LBC - Bachelors), Engineering Mechanics (EGR - Doctorate), Chemical Engineering (EGR - Masters), Construction Management (CANR - Doctorate), Chemical Physics (LBC - Bachelors), Engineering Mechanics (EGR - Masters), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Shanghai, People's Republic of China","Chemical Engineers, Mechanical Engineers, Energy Engineers"
437934002,7009791,"Engineering Development Program (Environment, Health and Safety)",0,None,Job,Full-Time,"Air Products & Chemicals, Inc.",,2022-09-20 05:12:23 UTC,2022-09-19 16:00:00 UTC,2022-10-30 16:00:00 UTC,"Chemical Engineering (EGR - Bachelors), Chemical Engineering Preference (EGR - Bachelors), Chemistry (CNS - Bachelors), Materials Science and Engineering (EGR - Bachelors), Engineering - Exploratory (EGR - Bachelors), Chemical Physics (CNS - Bachelors), Chemistry (LBC - Bachelors), Chemical Engineering (EGR - Doctorate), Materials Science and Engineering Preference (EGR - Bachelors), Chemistry (CNS - Masters), Physical Science (LBC - Bachelors), Chemical Engineering (EGR - Masters), Chemical Physics (LBC - Bachelors), Chemistry-Environmental Toxicology (CNS - Doctorate), Environmental Geosciences-Environmental Toxicology (CNS - Doctorate)",,"Senior, Masters",,,,,,Manufacturing,ceri21email,,Paid,"Togtoh County, Hohhot, Inner Mongolia, People's Republic of China",Chemical Engineers
